name,region,indicator,month,value
Hosea,Shiselweni,tmax,Nov 25,29.944
Hosea,Shiselweni,tmax,Dec 25,29.946
Hosea,Shiselweni,tmax,Jan 26,29.948
Hosea,Shiselweni,tmax,Feb 26,29.95
Hosea,Shiselweni,tmax,Mar 26,29.952
Hosea,Shiselweni,tmax,Apr 26,29.344
Hosea,Shiselweni,tmax,May 26,34.342
Hosea,Shiselweni,tmin,Jun 25,10.698
Hosea,Shiselweni,tmin,Jul 25,10.7
Hosea,Shiselweni,tmin,Aug 25,10.702
Hosea,Shiselweni,tmin,Sep 25,10.704
Hosea,Shiselweni,tmin,Oct 25,10.706
Hosea,Shiselweni,tmin,Nov 25,15.708
Hosea,Shiselweni,tmin,Dec 25,15.71
Hosea,Shiselweni,tmin,Jan 26,15.712
Hosea,Shiselweni,tmin,Feb 26,15.714
Hosea,Shiselweni,tmin,Mar 26,15.716
Hosea,Shiselweni,tmin,Apr 26,15.132
Hosea,Shiselweni,tmin,May 26,10.13
Hosea,Shiselweni,spi3,Jun 25,-0.104
Hosea,Shiselweni,spi3,Jul 25,-0.249
Hosea,Shiselweni,spi3,Aug 25,-0.394
Hosea,Shiselweni,spi3,Sep 25,-0.539
Hosea,Shiselweni,spi3,Oct 25,-0.684
Hosea,Shiselweni,spi3,Nov 25,-0.829
Hosea,Shiselweni,spi3,Dec 25,-0.974
Hosea,Shiselweni,spi3,Jan 26,-1.119
Hosea,Shiselweni,spi3,Feb 26,-1.264
Hosea,Shiselweni,spi3,Mar 26,-1.409
Hosea,Shiselweni,spi3,Apr 26,-1.231
Hosea,Shiselweni,spi3,May 26,-1.377
Hosea,Shiselweni,iks_submissions,Jun 25,10
Hosea,Shiselweni,iks_submissions,Jul 25,10
Hosea,Shiselweni,iks_submissions,Aug 25,11
Hosea,Shiselweni,iks_submissions,Sep 25,11
Hosea,Shiselweni,iks_submissions,Oct 25,12
Hosea,Shiselweni,iks_submissions,Nov 25,12
Hosea,Shiselweni,iks_submissions,Dec 25,13
Hosea,Shiselweni,iks_submissions,Jan 26,13
Hosea,Shiselweni,iks_submissions,Feb 26,14
Hosea,Shiselweni,iks_submissions,Mar 26,14
Hosea,Shiselweni,iks_submissions,Apr 26,14
Hosea,Shiselweni,iks_submissions,May 26,14
Hosea,Shiselweni,iks_drought,Jun 25,8
Hosea,Shiselweni,iks_drought,Jul 25,8
Hosea,Shiselweni,iks_drought,Aug 25,8
Hosea,Shiselweni,iks_drought,Sep 25,9
Hosea,Shiselweni,iks_drought,Oct 25,9
Hosea,Shiselweni,iks_drought,Nov 25,10
Hosea,Shiselweni,iks_drought,Dec 25,10
Hosea,Shiselweni,iks_drought,Jan 26,10
Hosea,Shiselweni,iks_drought,Feb 26,11
Hosea,Shiselweni,iks_drought,Mar 26,11
Hosea,Shiselweni,iks_drought,Apr 26,12
Hosea,Shiselweni,iks_drought,May 26,13
Sigwe,Shiselweni,chirps,Jun 25,13.818
Sigwe,Shiselweni,chirps,Jul 25,13.804
Sigwe,Shiselweni,chirps,Aug 25,13.79
Sigwe,Shiselweni,chirps,Sep 25,13.776
Sigwe,Shiselweni,chirps,Oct 25,13.762
Sigwe,Shiselweni,chirps,Nov 25,65.28
Sigwe,Shiselweni,chirps,Dec 25,65.24
Sigwe,Shiselweni,chirps,Jan 26,65.2
Sigwe,Shiselweni,chirps,Feb 26,65.16
Sigwe,Shiselweni,chirps,Mar 26,65.12
Sigwe,Shiselweni,chirps,Apr 26,52.48
Sigwe,Shiselweni,chirps,May 26,9.282
Sigwe,Shiselweni,ndvi,Jun 25,0.276
Sigwe,Shiselweni,ndvi,Jul 25,0.276
Sigwe,Shiselweni,ndvi,Aug 25,0.276
Sigwe,Shiselweni,ndvi,Sep 25,0.276
Sigwe,Shiselweni,ndvi,Oct 25,0.277
Sigwe,Shiselweni,ndvi,Nov 25,0.517
Sigwe,Shiselweni,ndvi,Dec 25,0.517
Sigwe,Shiselweni,ndvi,Jan 26,0.517
Sigwe,Shiselweni,ndvi,Feb 26,0.517
Sigwe,Shiselweni,ndvi,Mar 26,0.517
Sigwe,Shiselweni,ndvi,Apr 26,0.529
Sigwe,Shiselweni,ndvi,May 26,0.289
Sigwe,Shiselweni,lst,Jun 25,33.063
Sigwe,Shiselweni,lst,Jul 25,33.06
Sigwe,Shiselweni,lst,Aug 25,33.057
Sigwe,Shiselweni,lst,Sep 25,33.054
Sigwe,Shiselweni,lst,Oct 25,33.051
Sigwe,Shiselweni,lst,Nov 25,27.048
Sigwe,Shiselweni,lst,Dec 25,27.045
Sigwe,Shiselweni,lst,Jan 26,27.042
Sigwe,Shiselweni,lst,Feb 26,27.039
Sigwe,Shiselweni,lst,Mar 26,27.036
Sigwe,Shiselweni,lst,Apr 26,26.244
Sigwe,Shiselweni,lst,May 26,32.247
Sigwe,Shiselweni,smap,Jun 25,0.1
Sigwe,Shiselweni,smap,Jul 25,0.1
Sigwe,Shiselweni,smap,Aug 25,0.1
Sigwe,Shiselweni,smap,Sep 25,0.1
Sigwe,Shiselweni,smap,Oct 25,0.1
Sigwe,Shiselweni,smap,Nov 25,0.27
Sigwe,Shiselweni,smap,Dec 25,0.27
Sigwe,Shiselweni,smap,Jan 26,0.27
Sigwe,Shiselweni,smap,Feb 26,0.27
Sigwe,Shiselweni,smap,Mar 26,0.271
Sigwe,Shiselweni,smap,Apr 26,0.247
Sigwe,Shiselweni,smap,May 26,0.077
Sigwe,Shiselweni,precip_station,Jun 25,5.931
Sigwe,Shiselweni,precip_station,Jul 25,5.919
Sigwe,Shiselweni,precip_station,Aug 25,5.906
Sigwe,Shiselweni,precip_station,Sep 25,5.894
Sigwe,Shiselweni,precip_station,Oct 25,5.882
Sigwe,Shiselweni,precip_station,Nov 25,36.992
Sigwe,Shiselweni,precip_station,Dec 25,36.952
Sigwe,Shiselweni,precip_station,Jan 26,36.911
Sigwe,Shiselweni,precip_station,Feb 26,36.87
Sigwe,Shiselweni,precip_station,Mar 26,36.83
Sigwe,Shiselweni,precip_station,Apr 26,34.584
Sigwe,Shiselweni,precip_station,May 26,5.123
Sigwe,Shiselweni,tmax,Jun 25,32.592
Sigwe,Shiselweni,tmax,Jul 25,32.594
Sigwe,Shiselweni,tmax,Aug 25,32.596
Sigwe,Shiselweni,tmax,Sep 25,32.598
Sigwe,Shiselweni,tmax,Oct 25,32.6
Sigwe,Shiselweni,tmax,Nov 25,27.602
Sigwe,Shiselweni,tmax,Dec 25,27.604
Sigwe,Shiselweni,tmax,Jan 26,27.606
Sigwe,Shiselweni,tmax,Feb 26,27.608
Sigwe,Shiselweni,tmax,Mar 26,27.61
Sigwe,Shiselweni,tmax,Apr 26,28.078
Sigwe,Shiselweni,tmax,May 26,33.076
Sigwe,Shiselweni,tmin,Jun 25,10.856
Sigwe,Shiselweni,tmin,Jul 25,10.858
Sigwe,Shiselweni,tmin,Aug 25,10.86
Sigwe,Shiselweni,tmin,Sep 25,10.862
Sigwe,Shiselweni,tmin,Oct 25,10.864
Sigwe,Shiselweni,tmin,Nov 25,15.866
Sigwe,Shiselweni,tmin,Dec 25,15.868
Sigwe,Shiselweni,tmin,Jan 26,15.87
Sigwe,Shiselweni,tmin,Feb 26,15.872
Sigwe,Shiselweni,tmin,Mar 26,15.874
Sigwe,Shiselweni,tmin,Apr 26,16.366
Sigwe,Shiselweni,tmin,May 26,11.364
Sigwe,Shiselweni,spi3,Jun 25,-0.064
Sigwe,Shiselweni,spi3,Jul 25,-0.173
Sigwe,Shiselweni,spi3,Aug 25,-0.282
Sigwe,Shiselweni,spi3,Sep 25,-0.39
Sigwe,Shiselweni,spi3,Oct 25,-0.499
Sigwe,Shiselweni,spi3,Nov 25,-0.607
Sigwe,Shiselweni,spi3,Dec 25,-0.716
Sigwe,Shiselweni,spi3,Jan 26,-0.825
Sigwe,Shiselweni,spi3,Feb 26,-0.933
Sigwe,Shiselweni,spi3,Mar 26,-1.042
Sigwe,Shiselweni,spi3,Apr 26,-1.059
Sigwe,Shiselweni,spi3,May 26,-1.168
Sigwe,Shiselweni,iks_submissions,Jun 25,8
Sigwe,Shiselweni,iks_submissions,Jul 25,8
Sigwe,Shiselweni,iks_submissions,Aug 25,9
Sigwe,Shiselweni,iks_submissions,Sep 25,9
Sigwe,Shiselweni,iks_submissions,Oct 25,10
Sigwe,Shiselweni,iks_submissions,Nov 25,10
Sigwe,Shiselweni,iks_submissions,Dec 25,11
Sigwe,Shiselweni,iks_submissions,Jan 26,11
Sigwe,Shiselweni,iks_submissions,Feb 26,12
Sigwe,Shiselweni,iks_submissions,Mar 26,12
Sigwe,Shiselweni,iks_submissions,Apr 26,13
Sigwe,Shiselweni,iks_submissions,May 26,13
Sigwe,Shiselweni,iks_drought,Jun 25,6
Sigwe,Shiselweni,iks_drought,Jul 25,6
Sigwe,Shiselweni,iks_drought,Aug 25,6
Sigwe,Shiselweni,iks_drought,Sep 25,7
Sigwe,Shiselweni,iks_drought,Oct 25,7
Sigwe,Shiselweni,iks_drought,Nov 25,7
Sigwe,Shiselweni,iks_drought,Dec 25,8
Sigwe,Shiselweni,iks_drought,Jan 26,8
Sigwe,Shiselweni,iks_drought,Feb 26,8
Sigwe,Shiselweni,iks_drought,Mar 26,9
Sigwe,Shiselweni,iks_drought,Apr 26,7
Sigwe,Shiselweni,iks_drought,May 26,8
Kumethula,Shiselweni,chirps,Jun 25,5.452
Kumethula,Shiselweni,chirps,Jul 25,5.466
Kumethula,Shiselweni,chirps,Aug 25,5.48
Kumethula,Shiselweni,chirps,Sep 25,5.494
Kumethula,Shiselweni,chirps,Oct 25,5.508
Kumethula,Shiselweni,chirps,Nov 25,35.92
Kumethula,Shiselweni,chirps,Dec 25,35.96
Kumethula,Shiselweni,chirps,Jan 26,36
Kumethula,Shiselweni,chirps,Feb 26,36.04
Kumethula,Shiselweni,chirps,Mar 26,36.08
Kumethula,Shiselweni,chirps,Apr 26,34.48
Kumethula,Shiselweni,chirps,May 26,5.032
Kumethula,Shiselweni,ndvi,Jun 25,0.252
Kumethula,Shiselweni,ndvi,Jul 25,0.252
Kumethula,Shiselweni,ndvi,Aug 25,0.252
Kumethula,Shiselweni,ndvi,Sep 25,0.252
Kumethula,Shiselweni,ndvi,Oct 25,0.251
Kumethula,Shiselweni,ndvi,Nov 25,0.491
Kumethula,Shiselweni,ndvi,Dec 25,0.491
Kumethula,Shiselweni,ndvi,Jan 26,0.491
Kumethula,Shiselweni,ndvi,Feb 26,0.491
Kumethula,Shiselweni,ndvi,Mar 26,0.491
Kumethula,Shiselweni,ndvi,Apr 26,0.496
Kumethula,Shiselweni,ndvi,May 26,0.256
Kumethula,Shiselweni,lst,Jun 25,32.676
Kumethula,Shiselweni,lst,Jul 25,32.679
Kumethula,Shiselweni,lst,Aug 25,32.682
Kumethula,Shiselweni,lst,Sep 25,32.685
Kumethula,Shiselweni,lst,Oct 25,32.688
Kumethula,Shiselweni,lst,Nov 25,26.691
Kumethula,Shiselweni,lst,Dec 25,26.694
Kumethula,Shiselweni,lst,Jan 26,26.697
Kumethula,Shiselweni,lst,Feb 26,26.7
Kumethula,Shiselweni,lst,Mar 26,26.703
Kumethula,Shiselweni,lst,Apr 26,25.593
Kumethula,Shiselweni,lst,May 26,31.59
Kumethula,Shiselweni,smap,Jun 25,0.042
Kumethula,Shiselweni,smap,Jul 25,0.042
Kumethula,Shiselweni,smap,Aug 25,0.042
Kumethula,Shiselweni,smap,Sep 25,0.042
Kumethula,Shiselweni,smap,Oct 25,0.042
Kumethula,Shiselweni,smap,Nov 25,0.212
Kumethula,Shiselweni,smap,Dec 25,0.212
Kumethula,Shiselweni,smap,Jan 26,0.212
Kumethula,Shiselweni,smap,Feb 26,0.212
Kumethula,Shiselweni,smap,Mar 26,0.211
Kumethula,Shiselweni,smap,Apr 26,0.224
Kumethula,Shiselweni,smap,May 26,0.054
Kumethula,Shiselweni,precip_station,Jun 25,3.293
Kumethula,Shiselweni,precip_station,Jul 25,3.282
Kumethula,Shiselweni,precip_station,Aug 25,3.27
Kumethula,Shiselweni,precip_station,Sep 25,3.259
Kumethula,Shiselweni,precip_station,Oct 25,3.248
Kumethula,Shiselweni,precip_station,Nov 25,24.49
Kumethula,Shiselweni,precip_station,Dec 25,24.453
Kumethula,Shiselweni,precip_station,Jan 26,24.417
Kumethula,Shiselweni,precip_station,Feb 26,24.38
Kumethula,Shiselweni,precip_station,Mar 26,24.343
Kumethula,Shiselweni,precip_station,Apr 26,55.093
Kumethula,Shiselweni,precip_station,May 26,12.947
Kumethula,Shiselweni,tmax,Jun 25,34.666
Kumethula,Shiselweni,tmax,Jul 25,34.664
Kumethula,Shiselweni,tmax,Aug 25,34.662
Kumethula,Shiselweni,tmax,Sep 25,34.66
Kumethula,Shiselweni,tmax,Oct 25,34.658
Kumethula,Shiselweni,tmax,Nov 25,29.656
Kumethula,Shiselweni,tmax,Dec 25,29.654
Kumethula,Shiselweni,tmax,Jan 26,29.652
Kumethula,Shiselweni,tmax,Feb 26,29.65
Kumethula,Shiselweni,tmax,Mar 26,29.648
Kumethula,Shiselweni,tmax,Apr 26,28.304
Kumethula,Shiselweni,tmax,May 26,33.302
Kumethula,Shiselweni,tmin,Jun 25,10.902
Kumethula,Shiselweni,tmin,Jul 25,10.9
Kumethula,Shiselweni,tmin,Aug 25,10.898
Kumethula,Shiselweni,tmin,Sep 25,10.896
Kumethula,Shiselweni,tmin,Oct 25,10.894
Kumethula,Shiselweni,tmin,Nov 25,15.892
Kumethula,Shiselweni,tmin,Dec 25,15.89
Kumethula,Shiselweni,tmin,Jan 26,15.888
Kumethula,Shiselweni,tmin,Feb 26,15.886
Kumethula,Shiselweni,tmin,Mar 26,15.884
Kumethula,Shiselweni,tmin,Apr 26,16.092
Kumethula,Shiselweni,tmin,May 26,11.09
Kumethula,Shiselweni,spi3,Jun 25,0.004
Kumethula,Shiselweni,spi3,Jul 25,-0.142
Kumethula,Shiselweni,spi3,Aug 25,-0.288
Kumethula,Shiselweni,spi3,Sep 25,-0.434
Kumethula,Shiselweni,spi3,Oct 25,-0.58
Kumethula,Shiselweni,spi3,Nov 25,-0.726
Kumethula,Shiselweni,spi3,Dec 25,-0.872
Kumethula,Shiselweni,spi3,Jan 26,-1.018
Kumethula,Shiselweni,spi3,Feb 26,-1.164
Kumethula,Shiselweni,spi3,Mar 26,-1.31
Kumethula,Shiselweni,spi3,Apr 26,-1.491
Kumethula,Shiselweni,spi3,May 26,-1.637
Kumethula,Shiselweni,iks_submissions,Jun 25,11
Kumethula,Shiselweni,iks_submissions,Jul 25,12
Kumethula,Shiselweni,iks_submissions,Aug 25,12
Kumethula,Shiselweni,iks_submissions,Sep 25,13
Kumethula,Shiselweni,iks_submissions,Oct 25,13
Kumethula,Shiselweni,iks_submissions,Nov 25,14
Kumethula,Shiselweni,iks_submissions,Dec 25,14
Kumethula,Shiselweni,iks_submissions,Jan 26,15
Kumethula,Shiselweni,iks_submissions,Feb 26,15
Kumethula,Shiselweni,iks_submissions,Mar 26,16
Kumethula,Shiselweni,iks_submissions,Apr 26,14
Kumethula,Shiselweni,iks_submissions,May 26,15
Kumethula,Shiselweni,iks_drought,Jun 25,8
Kumethula,Shiselweni,iks_drought,Jul 25,8
Kumethula,Shiselweni,iks_drought,Aug 25,8
Kumethula,Shiselweni,iks_drought,Sep 25,9
Kumethula,Shiselweni,iks_drought,Oct 25,9
Kumethula,Shiselweni,iks_drought,Nov 25,10
Kumethula,Shiselweni,iks_drought,Dec 25,10
Kumethula,Shiselweni,iks_drought,Jan 26,10
Kumethula,Shiselweni,iks_drought,Feb 26,11
Kumethula,Shiselweni,iks_drought,Mar 26,11
Kumethula,Shiselweni,iks_drought,Apr 26,12
Kumethula,Shiselweni,iks_drought,May 26,13
Lubuli,Lubombo,chirps,Jun 25,11.69
Lubuli,Lubombo,chirps,Jul 25,11.704
Lubuli,Lubombo,chirps,Aug 25,11.718
Lubuli,Lubombo,chirps,Sep 25,11.732
Lubuli,Lubombo,chirps,Oct 25,11.746
Lubuli,Lubombo,chirps,Nov 25,59.6
Lubuli,Lubombo,chirps,Dec 25,59.64
Lubuli,Lubombo,chirps,Jan 26,59.68
Lubuli,Lubombo,chirps,Feb 26,59.72
Lubuli,Lubombo,chirps,Mar 26,59.76
Lubuli,Lubombo,chirps,Apr 26,48.24
Lubuli,Lubombo,chirps,May 26,7.77
Lubuli,Lubombo,ndvi,Jun 25,0.322
Lubuli,Lubombo,ndvi,Jul 25,0.322
Lubuli,Lubombo,ndvi,Aug 25,0.322
Lubuli,Lubombo,ndvi,Sep 25,0.322
Lubuli,Lubombo,ndvi,Oct 25,0.322
Lubuli,Lubombo,ndvi,Nov 25,0.562
Lubuli,Lubombo,ndvi,Dec 25,0.562
Lubuli,Lubombo,ndvi,Jan 26,0.562
Lubuli,Lubombo,ndvi,Feb 26,0.562
Lubuli,Lubombo,ndvi,Mar 26,0.562
Lubuli,Lubombo,ndvi,Apr 26,0.527
Lubuli,Lubombo,ndvi,May 26,0.287
Lubuli,Lubombo,lst,Jun 25,31.635
Lubuli,Lubombo,lst,Jul 25,31.638
Lubuli,Lubombo,lst,Aug 25,31.641
Lubuli,Lubombo,lst,Sep 25,31.644
Lubuli,Lubombo,lst,Oct 25,31.647
Lubuli,Lubombo,lst,Nov 25,25.65
Lubuli,Lubombo,lst,Dec 25,25.653
Lubuli,Lubombo,lst,Jan 26,25.656
Lubuli,Lubombo,lst,Feb 26,25.659
Lubuli,Lubombo,lst,Mar 26,25.662
Lubuli,Lubombo,lst,Apr 26,24.606
Lubuli,Lubombo,lst,May 26,30.609
Lubuli,Lubombo,smap,Jun 25,0.073
Lubuli,Lubombo,smap,Jul 25,0.073
Lubuli,Lubombo,smap,Aug 25,0.073
Lubuli,Lubombo,smap,Sep 25,0.073
Lubuli,Lubombo,smap,Oct 25,0.073
Lubuli,Lubombo,smap,Nov 25,0.243
Lubuli,Lubombo,smap,Dec 25,0.243
